funny,beautiful,ingenious,courageous,longwinded,confusing,informative,fascinating,unconvincing,persuasive,jaw_dropping,ok,obnoxious,inspiring,total,positive,negative,talk_id
1017,171,343,314,40,12,1394,683,34,690,73,90,23,2755,7639,7440,109,2175
18,32,27,46,11,9,149,46,14,45,17,23,22,171,630,551,56,2176
1,29,52,17,36,17,364,215,50,97,44,24,22,220,1188,1039,125,2177
120,965,134,85,6,14,324,584,15,48,92,63,16,873,3339,3225,51,2178
42,52,38,21,23,16,410,554,43,39,204,50,18,153,1663,1513,100,2179
5,10,9,72,28,12,245,65,38,97,20,74,13,33,721,556,91,2180
206,129,119,115,58,18,539,363,4,54,30,107,5,682,2429,2237,85,2181
45,168,31,213,20,9,220,108,25,279,29,32,21,859,2059,1952,75,2182
29,36,68,46,14,14,359,264,49,348,72,26,11,292,1628,1514,88,2183
3,26,143,19,2,4,324,186,8,28,58,15,6,222,1044,1009,20,2184
15,16,170,117,9,11,190,208,18,83,40,81,16,565,1539,1404,54,2185
172,60,24,4,4,3,156,66,9,26,2,61,8,31,626,541,24,2186
1,70,25,66,23,3,132,79,29,85,3,37,12,167,732,628,67,2187
39,95,111,33,12,18,902,266,25,416,23,179,14,539,2672,2424,69,2188
34,140,39,77,11,19,42,68,9,36,19,102,14,197,807,652,53,2189
149,36,55,40,6,5,416,299,29,191,51,25,16,172,1490,1409,56,2190
36,86,60,275,4,6,370,67,0,81,21,49,8,331,1394,1327,18,2191
27,129,65,100,12,4,394,366,7,95,58,54,4,407,1722,1641,27,2192
7,169,169,56,12,7,253,179,18,90,11,53,9,308,1341,1242,46,2193
92,122,243,16,3,14,153,360,7,26,53,12,2,111,1214,1176,26,2194
17,138,4,295,6,24,135,54,90,28,30,52,22,259,1154,960,142,2195
0,16,36,14,23,30,166,29,38,93,6,15,5,57,528,417,96,2196
52,58,163,12,5,1,465,419,8,44,216,34,6,178,1661,1607,20,2197
8,232,12,162,15,3,98,61,4,39,60,20,0,268,982,940,22,2198
7,19,29,4,12,4,94,70,12,38,5,54,7,61,416,327,35,2199
24,504,39,327,37,22,49,120,66,131,37,59,11,788,2214,2019,136,2200
11,205,66,19,38,33,7,152,37,8,42,40,23,56,737,566,131,2201
64,53,139,19,2,1,170,270,20,56,70,53,10,293,1220,1134,33,2202
20,32,106,38,8,28,495,311,5,85,211,44,3,122,1508,1420,44,2203
30,45,77,25,18,20,498,334,9,144,59,46,8,148,1461,1360,55,2204
4,151,65,134,10,1,65,54,22,65,28,24,28,182,833,748,61,2205
14,90,173,26,2,6,213,172,13,47,51,32,1,193,1033,979,22,2206
733,348,342,26,3,3,1018,854,12,205,133,109,9,204,3999,3863,27,2207
3,18,102,56,3,0,274,70,13,43,19,49,3,145,798,730,19,2208
3,114,18,132,3,3,265,117,6,186,33,10,3,235,1128,1103,15,2209
12,75,17,600,23,14,572,87,62,387,59,52,25,248,2233,2057,124,2210
6,16,27,297,13,8,347,30,7,147,21,60,0,76,1055,967,28,2211
57,1468,56,1255,47,18,64,207,44,150,82,105,25,1641,5219,4980,134,2212
12,66,425,45,25,46,602,693,44,107,129,103,2,291,2590,2370,117,2213
13,453,30,34,5,0,109,237,12,79,78,29,7,327,1413,1360,24,2214
7,19,58,47,10,4,117,50,4,54,3,17,6,154,550,509,24,2215
131,251,44,80,14,14,79,164,5,33,33,35,4,208,1095,1023,37,2216
3,51,20,28,20,8,87,38,13,64,8,50,13,130,533,429,54,2217
12,29,26,215,4,0,209,60,28,172,65,29,23,215,1087,1003,55,2218
59,110,7,34,8,8,29,56,2,6,13,23,0,128,483,442,18,2219
14,732,304,13,30,9,109,644,27,23,156,56,35,499,2651,2494,101,2220
77,177,104,16,34,15,288,391,24,65,50,59,14,322,1636,1490,87,2221
47,188,125,11,7,7,201,277,5,15,109,14,0,168,1174,1141,19,2222
339,115,62,18,12,29,615,314,62,64,26,136,17,83,1892,1636,120,2223
10,7,51,75,9,8,479,61,29,186,40,37,9,109,1110,1018,55,2224
520,29,138,231,19,32,126,79,59,89,11,71,86,110,1600,1333,196,2225
10,110,147,159,2,2,310,136,23,316,68,25,5,585,1898,1841,32,2226
7,54,87,294,5,2,198,72,23,254,34,16,4,527,1577,1527,34,2227
159,19,359,30,6,2,133,323,7,22,125,28,4,230,1447,1400,19,2228
30,210,93,21,4,8,41,198,2,20,128,8,3,270,1036,1011,17,2229
52,197,221,85,33,20,360,208,38,272,38,78,18,786,2406,2219,109,2230
5,391,14,492,11,3,47,109,11,115,88,47,4,612,1949,1873,29,2231
3,14,34,42,0,5,199,53,23,67,18,26,5,78,567,508,33,2232
8,56,140,129,26,15,268,136,17,87,21,58,5,477,1443,1322,63,2233
1696,348,330,149,35,24,1274,1228,32,309,78,214,17,825,6559,6237,108,2234
54,48,138,14,6,3,415,209,7,210,25,49,4,305,1487,1418,20,2235
2,101,61,84,2,4,67,83,2,13,23,10,1,199,652,633,9,2236
11,135,160,11,6,13,250,341,3,21,136,5,3,149,1244,1214,25,2237
39,650,199,239,34,28,1600,709,50,1080,57,302,15,1669,6671,6242,127,2238
117,80,18,11,6,6,249,130,2,26,23,37,6,92,803,746,20,2239
11,474,15,218,3,0,58,68,23,101,20,36,9,528,1564,1493,35,2240
6,52,99,181,16,24,261,66,45,142,22,25,5,235,1179,1064,90,2241
30,152,72,234,53,41,1283,245,298,709,55,119,146,1170,4607,3950,538,2242
331,331,51,565,16,6,153,138,10,107,18,54,3,751,2534,2445,35,2243
12,50,61,132,3,1,118,52,7,96,13,19,3,315,882,849,14,2244
39,214,59,583,10,8,239,138,15,181,49,71,20,956,2582,2458,53,2245
61,26,50,44,9,11,310,270,18,95,47,28,4,314,1287,1217,42,2246
13,151,46,43,5,1,193,147,12,125,21,75,10,350,1192,1089,28,2247
32,310,314,52,13,9,680,440,9,124,70,48,7,757,2865,2779,38,2248
473,451,96,85,4,3,111,330,2,62,71,50,4,416,2158,2095,13,2249
4,23,205,18,14,3,284,172,18,59,48,34,4,233,1119,1046,39,2250
52,319,73,100,5,0,39,96,1,18,47,5,4,282,1041,1026,10,2251
13,17,51,280,0,4,232,132,2,18,78,17,2,165,1011,986,8,2252
16,30,163,9,20,9,300,214,15,30,64,38,11,123,1042,949,55,2253
106,1057,173,80,30,12,1480,1586,18,342,301,81,12,869,6147,5994,72,2254
16,43,60,38,9,3,699,122,25,183,29,141,3,198,1569,1388,40,2255
16,36,143,23,19,6,393,156,12,167,23,56,4,281,1335,1238,41,2256
178,36,202,88,7,7,345,138,8,190,20,30,6,267,1522,1464,28,2257
3,45,5,95,4,3,132,27,3,61,27,12,4,178,599,573,14,2258
211,54,41,17,10,5,446,297,3,50,40,40,10,137,1361,1293,28,2259
7,109,64,220,7,1,248,153,11,230,38,27,2,612,1729,1681,21,2260
19,56,39,17,7,4,383,342,3,74,123,31,9,123,1230,1176,23,2261
16,35,75,22,10,10,140,228,24,13,28,39,3,179,822,736,47,2262
5,206,37,140,28,13,64,62,24,92,25,39,36,272,1043,903,101,2263
10,129,4,61,2,3,34,68,1,21,15,14,3,194,559,536,9,2264
13,18,74,52,26,24,532,142,105,158,34,81,17,283,1559,1306,172,2265
6,102,25,189,11,7,362,96,9,209,27,27,2,356,1428,1372,29,2266
3,17,1,58,3,4,113,18,7,55,30,38,1,50,398,345,15,2267
15,44,244,56,6,28,1329,737,23,324,153,60,10,589,3618,3491,67,2268
14,283,76,23,23,2,187,357,14,26,41,42,5,137,1230,1144,44,2269
3,117,15,101,9,5,156,48,20,133,9,24,6,219,865,801,40,2270
245,142,110,384,3,4,490,202,20,446,126,51,17,827,3067,2972,44,2271
65,454,72,292,39,20,424,334,64,335,26,189,6,866,3186,2868,129,2272
22,12,57,45,7,16,150,145,19,151,7,13,3,201,848,790,45,2273
2210,82,566,75,12,7,79,218,14,56,67,57,5,369,3817,3722,38,2274
87,99,391,196,14,2,1031,425,16,740,143,34,40,1442,4660,4554,72,2275
8,276,44,175,25,17,141,69,52,145,10,55,21,438,1476,1306,115,2276
18,20,54,23,247,24,353,122,244,99,29,72,238,72,1615,790,753,2277
1,166,208,43,2,3,142,160,4,14,52,28,3,235,1061,1021,12,2278
16,160,95,49,33,60,668,249,43,154,44,89,11,170,1841,1605,147,2279
443,619,127,619,19,16,923,483,18,1000,78,50,23,2249,6667,6541,76,2280
14,20,32,150,7,13,488,146,101,306,43,29,16,175,1540,1374,137,2281
6,392,135,133,5,1,173,256,3,100,86,18,5,714,2027,1995,14,2282
14,309,42,44,6,4,557,313,36,140,32,50,4,578,2129,2029,50,2283
7,12,20,27,15,4,87,17,47,106,1,50,6,174,573,451,72,2284
13,29,35,224,9,4,438,67,36,247,16,92,12,236,1458,1305,61,2285
7,207,12,213,6,0,97,90,6,103,49,24,1,462,1277,1240,13,2286
15,41,70,9,7,3,170,111,9,26,31,28,2,117,639,590,21,2287
7,15,9,117,5,5,177,24,17,97,7,33,4,110,627,563,31,2288
7,96,19,278,12,2,357,52,10,211,22,38,7,407,1518,1449,31,2289
82,430,26,32,18,14,313,191,5,21,29,44,13,258,1476,1382,50,2290
24,57,282,21,2,1,410,336,6,39,179,39,7,221,1624,1569,16,2291
109,47,114,146,16,10,813,523,64,516,209,58,10,202,2837,2679,100,2292
79,86,51,22,18,10,297,208,31,77,27,124,4,92,1126,939,63,2293
12,37,38,17,6,10,426,156,7,91,20,58,4,65,947,862,27,2294
0,44,8,144,17,11,114,14,46,64,7,26,41,141,677,536,115,2295
7,24,73,24,5,4,251,111,4,35,33,17,0,110,698,668,13,2296
78,718,217,1093,10,7,606,853,23,674,355,34,1,3442,8111,8036,41,2297
374,47,78,10,3,20,24,26,19,16,14,32,12,51,726,640,54,2298
138,369,65,46,18,24,514,255,38,377,35,148,11,583,2621,2382,91,2299
2,168,16,356,7,1,100,38,7,95,31,12,1,289,1123,1095,16,2300
11,418,59,95,18,13,182,281,27,112,30,53,6,652,1957,1840,64,2301
6,152,43,60,2,1,174,112,5,46,24,7,1,184,817,801,9,2302
24,104,51,62,14,5,312,144,15,231,18,50,12,667,1709,1613,46,2303
35,296,60,130,5,12,57,117,23,62,14,26,13,229,1079,1000,53,2304
39,31,92,24,9,8,339,221,10,167,18,29,1,182,1170,1113,28,2305
2,13,129,13,9,9,189,107,3,35,24,50,4,84,671,596,25,2306
30,51,49,96,29,6,396,157,24,239,49,43,7,173,1349,1240,66,2307
9,139,11,431,21,9,269,140,21,78,35,22,5,254,1444,1366,56,2308
10,11,10,25,6,5,152,32,11,27,7,31,5,59,391,333,27,2309
61,108,271,42,11,2,364,444,35,124,72,60,18,447,2059,1933,66,2310
41,6,17,24,13,12,142,67,47,106,10,55,34,60,634,473,106,2311
4,535,23,295,9,8,22,117,19,37,33,43,5,454,1604,1520,41,2312
102,78,107,13,22,1,432,336,4,92,48,125,4,91,1455,1299,31,2313
6,161,11,3,1,1,4,43,3,5,49,16,1,32,336,314,6,2314
165,349,47,441,118,147,109,119,1243,114,51,40,688,522,4153,1917,2196,2315
25,36,24,123,35,46,605,77,355,186,40,83,72,68,1775,1184,508,2316
21,243,27,315,24,4,319,92,55,304,48,34,35,422,1943,1791,118,2317
31,48,49,17,0,4,106,29,12,73,6,12,1,88,476,447,17,2318
17,238,61,77,5,7,87,148,17,133,18,71,9,369,1257,1148,38,2319
9,206,12,6,9,10,3,52,17,2,19,13,20,53,431,362,56,2320
63,77,6,233,5,7,65,63,12,86,20,23,6,335,1001,948,30,2321
11,612,34,911,10,7,171,108,67,243,77,31,17,673,2972,2840,101,2322
9,33,34,117,18,29,452,169,41,234,10,46,14,334,1540,1392,102,2323
255,47,292,42,6,6,173,116,4,70,22,30,0,351,1414,1368,16,2324
8,68,21,96,6,5,192,61,8,82,22,19,1,224,813,774,20,2325
4,51,16,121,4,8,159,48,28,95,71,17,21,144,787,709,61,2326
15,120,62,35,53,39,479,203,127,112,25,112,5,193,1580,1244,224,2327
152,165,171,27,3,5,466,443,5,98,57,22,0,416,2030,1995,13,2328
25,199,13,265,10,3,94,104,9,174,28,19,0,559,1502,1461,22,2329
239,411,399,63,26,16,555,874,21,192,134,87,6,732,3755,3599,69,2330
334,46,47,200,12,4,82,47,32,161,15,16,23,404,1423,1336,71,2331
67,84,209,135,15,10,542,696,24,251,225,37,17,389,2701,2598,66,2332
78,165,175,338,56,34,1456,565,50,790,60,150,22,1668,5607,5295,162,2333
10,19,18,33,14,12,231,48,44,152,11,12,15,87,706,609,85,2334
12,42,7,77,12,15,91,26,93,54,11,13,80,148,681,468,200,2335
4,64,125,17,21,20,437,278,16,73,51,41,6,181,1334,1230,63,2336
8,28,38,14,19,2,76,26,9,39,6,29,8,151,453,386,38,2337
340,174,75,134,16,2,35,116,18,101,14,31,6,486,1548,1475,42,2338
90,447,14,248,8,4,65,77,35,27,28,23,11,357,1434,1353,58,2339
8,27,28,18,21,13,186,54,29,100,17,63,4,65,633,503,67,2340
1856,280,430,1417,1,7,786,727,7,767,133,71,11,3085,9578,9481,26,2341
70,715,24,519,12,4,53,137,8,149,43,24,5,877,2640,2587,29,2342
5,62,10,49,8,1,137,28,15,43,3,35,3,90,489,427,27,2343
9,21,22,49,5,5,163,80,8,75,7,23,0,105,572,531,18,2344
23,27,102,19,21,10,329,223,17,126,64,33,2,281,1277,1194,50,2345
26,22,123,68,12,9,395,241,17,124,68,39,9,155,1308,1222,47,2346
16,157,24,149,14,8,143,49,32,50,16,42,21,256,977,860,75,2347
377,355,305,367,34,14,1851,664,70,1361,133,210,25,2906,8672,8319,143,2348
22,23,89,27,13,34,468,142,40,247,22,75,6,234,1442,1274,93,2349
16,230,19,309,7,25,25,54,27,67,119,27,32,391,1348,1230,91,2350
21,54,26,12,19,7,447,239,10,49,68,52,7,77,1088,993,43,2351
14,325,45,296,18,20,107,126,82,270,33,35,37,674,2082,1890,157,2352
43,53,64,32,15,4,305,291,9,71,54,60,5,301,1307,1214,33,2353
661,288,296,309,29,19,1399,612,23,698,52,93,17,1666,6162,5981,88,2354
4,14,9,50,8,3,119,29,27,125,22,13,8,148,579,520,46,2355
6,95,45,30,5,2,442,64,7,193,37,29,1,256,1212,1168,15,2356
80,169,28,269,32,22,369,92,128,146,22,79,49,277,1762,1452,231,2357
123,446,75,62,31,14,215,177,35,174,21,97,7,364,1841,1657,87,2358
17,17,85,20,21,18,272,146,19,31,32,61,4,59,802,679,62,2359
57,40,177,31,9,4,266,213,0,30,27,18,4,348,1224,1189,17,2360
21,118,43,20,10,3,187,187,1,70,38,17,0,254,969,938,14,2361
141,180,64,123,7,9,192,126,19,201,25,60,7,494,1648,1546,42,2362
11,266,21,1027,3,10,727,126,5,131,154,12,8,897,3398,3360,26,2363
47,236,49,756,27,53,332,123,126,235,124,34,202,594,2938,2496,408,2364
17,48,49,7,18,14,133,94,10,30,16,43,7,49,535,443,49,2365
50,106,72,70,15,6,427,102,83,414,8,79,11,419,1862,1668,115,2366
15,4,24,71,21,11,292,132,33,65,40,29,3,42,782,685,68,2367
25,158,204,33,9,8,162,205,22,89,30,35,9,340,1329,1246,48,2368
7,8,36,47,9,9,391,84,8,117,21,31,2,70,840,781,28,2369
5,142,24,669,2,11,319,97,10,260,56,12,2,593,2202,2165,25,2370
11,36,98,68,1,3,172,70,6,35,14,27,5,229,775,733,15,2371
19,24,64,24,9,3,134,127,2,50,17,22,1,183,679,642,15,2372
114,35,87,15,5,9,341,163,5,97,21,33,3,108,1036,981,22,2373
27,164,247,300,16,5,1252,470,26,916,79,68,3,1910,5483,5365,50,2374
14,289,6,1145,10,10,370,112,25,131,78,35,14,415,2654,2560,59,2375
271,31,62,9,6,5,312,308,9,11,23,32,10,95,1184,1122,30,2376
30,82,241,30,12,2,420,529,37,87,184,23,5,456,2138,2059,56,2377
16,227,25,1053,17,36,203,143,96,101,248,36,58,635,2894,2651,207,2378
4,76,72,41,5,1,184,121,5,29,41,15,2,128,724,696,13,2379
67,24,84,1,11,4,280,107,0,136,4,31,0,121,870,824,15,2380
7,70,15,96,9,1,203,38,14,86,15,23,0,160,737,690,24,2381
3,25,9,18,20,5,112,20,22,37,6,15,22,54,368,284,69,2382
35,383,53,18,3,3,3,233,4,1,266,31,1,111,1145,1103,11,2383
58,29,31,75,7,17,250,18,40,132,12,52,8,112,841,717,72,2384
3,20,33,185,14,5,430,45,22,225,8,43,6,292,1331,1241,47,2385
4,31,6,102,2,6,219,40,13,101,44,18,6,133,725,680,27,2386
62,48,47,65,12,12,219,136,99,89,12,22,10,251,1084,929,133,2387
24,65,120,87,23,12,583,380,29,214,76,30,19,333,1995,1882,83,2388
4,38,28,118,15,13,169,64,44,94,16,12,35,147,797,678,107,2389
19,53,234,13,11,5,290,267,23,27,29,17,5,182,1175,1114,44,2390
9,47,33,71,0,3,147,52,1,92,16,36,0,278,785,745,4,2391
30,15,22,85,29,9,176,34,79,121,27,46,57,86,816,596,174,2392
70,36,58,14,3,10,68,80,12,6,6,7,2,48,420,386,27,2393
21,42,288,40,3,1,213,136,3,166,38,8,8,476,1443,1420,15,2394
195,117,71,8,3,4,172,219,22,45,11,43,4,255,1169,1093,33,2395
7,283,16,133,0,0,67,58,0,52,35,10,0,293,954,944,0,2396
12,143,2,13,0,3,1,21,0,2,25,19,3,35,279,254,6,2397
293,35,45,58,23,12,205,164,62,113,17,45,24,110,1206,1040,121,2398
12,449,24,1188,13,10,482,172,29,639,54,30,13,1182,4297,4202,65,2399
173,116,32,396,2,3,201,180,7,255,27,24,7,711,2134,2091,19,2400
56,67,17,86,5,8,68,54,12,114,14,44,10,259,814,735,35,2401
4,16,34,55,13,0,198,64,22,81,27,33,23,90,660,569,58,2402
89,225,116,36,2,11,136,183,12,42,23,33,6,232,1146,1082,31,2403
16,102,58,87,4,2,191,109,4,124,14,17,8,107,843,808,18,2404
23,47,8,5,4,6,212,164,13,50,14,41,3,39,629,562,26,2405
27,229,24,332,5,7,588,232,28,208,48,17,26,389,2160,2077,66,2406
5,9,39,49,6,12,100,23,23,103,2,16,5,52,444,382,46,2407
5,80,7,1,4,1,3,19,0,4,13,6,1,17,161,149,6,2408
261,83,56,32,81,52,114,108,44,11,24,113,17,98,1094,787,194,2409
10,22,83,10,7,1,123,119,2,28,33,19,1,64,522,492,11,2410
191,322,15,385,1,0,96,69,0,102,20,33,1,708,1943,1908,2,2411
3,11,7,24,7,4,113,25,2,54,3,24,6,75,358,315,19,2412
10,9,49,62,12,2,121,54,28,146,15,17,10,382,917,848,52,2413
76,21,55,36,25,22,453,79,41,162,17,57,19,63,1126,962,107,2414
48,32,186,89,10,1,134,110,2,40,30,15,1,308,1006,977,14,2415
29,72,11,59,7,6,286,89,7,127,21,51,9,166,940,860,29,2416
1,26,6,178,1,5,134,18,12,70,7,23,9,152,642,592,27,2417
15,13,77,13,8,6,349,252,15,75,71,10,6,131,1041,996,35,2418
1,16,6,1,8,1,1,13,8,1,3,14,0,3,76,45,17,2419
6,241,10,178,1,0,30,46,2,12,29,24,0,115,694,667,3,2420
19,59,30,234,5,2,259,76,14,305,12,37,4,614,1670,1608,25,2421
1,7,2,19,4,4,45,17,10,17,2,17,12,23,180,133,30,2422
8,80,81,32,21,46,214,183,23,16,43,47,12,104,910,761,102,2423
4,7,4,68,7,3,183,15,4,99,19,14,1,77,505,476,15,2424
12,32,8,71,7,2,175,43,23,87,30,44,14,151,699,609,46,2425
19,85,79,9,4,8,111,79,7,44,10,43,3,101,602,537,22,2426
73,28,48,42,25,10,236,90,37,182,14,73,1,412,1271,1125,73,2427
10,12,12,68,6,6,143,23,35,122,5,7,7,107,563,502,54,2428
228,9,57,6,4,7,158,13,9,9,9,20,12,11,552,500,32,2429
3,56,43,54,3,3,126,42,0,64,7,4,1,152,558,547,7,2430
185,263,36,234,9,13,162,131,18,202,27,8,18,551,1857,1791,58,2431
5,344,63,11,17,15,33,113,13,7,33,37,6,161,858,770,51,2432
9,115,29,4,13,4,201,208,3,7,102,11,3,97,806,772,23,2433
7,209,26,181,2,5,18,59,3,16,25,14,8,202,775,743,18,2434
6,28,20,83,10,1,274,66,10,133,15,18,4,95,763,720,25,2435
193,75,86,333,4,3,320,171,12,288,68,36,5,867,2461,2401,24,2436
2,32,7,121,2,0,171,22,15,96,30,30,2,125,655,606,19,2437
0,8,11,69,16,0,82,18,7,66,2,11,0,115,405,371,23,2438
21,1665,40,659,26,33,142,359,23,544,87,45,28,2229,5901,5746,110,2439
44,100,4,40,7,2,38,35,8,10,8,26,1,173,496,452,18,2440
77,139,53,59,8,3,1067,431,22,299,61,31,5,504,2759,2690,38,2441
131,106,518,191,19,21,446,1296,32,65,340,41,12,1288,4506,4381,84,2442
10,33,14,220,5,5,225,75,21,199,24,14,15,248,1108,1048,46,2443
10,26,28,65,29,37,245,81,107,114,33,50,45,57,927,659,218,2444
10,197,8,358,6,0,217,56,4,118,22,22,0,403,1421,1389,10,2445
19,79,48,83,6,4,89,79,12,93,24,36,4,293,869,807,26,2446
5,255,4,63,0,0,45,54,0,27,9,9,0,222,693,684,0,2447
4,50,83,48,12,3,358,339,18,90,74,22,14,236,1351,1282,47,2448
12,272,54,14,8,1,117,138,4,11,28,8,3,130,800,776,16,2449
11,48,8,12,4,6,171,65,7,46,6,30,4,30,448,397,21,2450
1020,2626,157,473,31,31,241,1259,30,151,327,120,15,3984,10465,10238,107,2451
76,6,49,4,3,3,153,82,15,44,9,26,3,60,533,483,24,2452
6,504,17,561,3,5,137,75,3,52,30,22,2,630,2047,2012,13,2453
1,5,155,58,4,11,145,33,49,150,16,23,9,140,799,703,73,2454
14,27,35,38,7,10,296,139,11,157,33,25,2,90,884,829,30,2455
6,175,20,110,8,1,122,21,13,87,31,6,9,310,919,882,31,2456
40,71,134,204,12,7,530,312,57,496,127,19,8,950,2967,2864,84,2457
0,25,1,85,3,2,21,11,1,12,7,10,0,62,240,224,6,2458
12,54,60,138,12,10,121,111,66,105,29,14,64,200,996,830,152,2459
0,6,27,13,4,3,177,55,26,56,6,11,4,23,411,363,37,2460
123,171,225,47,5,11,33,273,11,29,167,43,11,293,1442,1361,38,2461
3,23,2,27,0,1,215,36,7,112,49,17,3,62,557,529,11,2462
29,68,44,57,8,2,88,120,9,103,11,26,4,258,827,778,23,2463
6,62,6,173,4,1,50,22,11,74,21,30,4,185,649,599,20,2464
0,35,17,83,1,0,49,38,0,55,10,22,3,196,509,483,4,2465
5,151,3,11,0,3,13,43,0,9,24,0,9,63,334,322,12,2466
111,61,47,17,3,1,50,53,13,12,5,33,3,174,583,530,20,2467
5,40,55,59,8,9,256,129,7,176,8,37,4,188,981,916,28,2468
11,28,23,16,5,7,142,56,29,73,3,24,2,42,461,394,43,2469
5,102,6,56,1,1,51,33,7,20,4,6,4,121,417,398,13,2470
8,52,110,25,4,3,374,364,5,31,32,59,6,365,1438,1361,18,2471
407,447,76,173,14,10,62,105,16,56,13,44,27,607,2057,1946,67,2472
28,155,156,663,9,6,738,383,24,580,86,36,3,1655,4522,4444,42,2473
32,21,108,69,0,3,18,76,4,4,38,17,2,114,506,480,9,2474
13,80,169,73,4,0,150,136,13,83,20,20,4,148,913,872,21,2475
1,54,17,113,3,0,56,28,0,48,11,7,0,150,488,478,3,2476
46,43,6,5,1,4,0,18,7,5,5,4,6,7,157,135,18,2477
20,59,39,61,1,2,136,87,2,142,24,17,1,341,932,909,6,2478
1,47,63,43,7,4,122,96,4,55,29,18,0,126,615,582,15,2479
4,41,9,106,2,10,93,26,25,100,6,11,4,179,616,564,41,2480
22,76,7,88,0,0,90,25,3,53,12,3,3,129,511,502,6,2481
5,104,2,81,1,1,66,27,8,29,3,3,4,118,452,435,14,2482
3,56,7,130,0,0,57,40,0,62,19,1,0,145,520,519,0,2483
10,13,108,14,0,0,75,94,0,24,47,0,0,114,499,499,0,2484
8,115,20,67,7,1,41,80,2,118,38,3,1,318,819,805,11,2485
0,6,2,136,0,0,46,27,0,24,10,0,0,104,355,355,0,2486
1,7,4,1,0,0,40,21,0,6,6,1,0,11,98,97,0,2487
39,59,24,50,0,0,351,154,0,293,19,1,1,421,1412,1410,1,2488
8,4,7,7,0,1,51,18,0,20,2,1,0,13,132,130,1,2489
11,48,72,19,0,0,231,284,9,42,86,0,0,131,933,924,9,2490
4,2,23,3,2,0,96,57,0,56,15,5,0,46,309,302,2,2491
1,1,5,5,0,0,48,10,0,24,1,2,0,22,119,117,0,2492
65,27,13,34,0,0,15,15,0,20,5,3,0,73,270,267,0,2493
5,33,30,14,0,0,90,54,2,56,9,4,0,130,427,421,2,2494
3,7,18,14,0,0,75,45,0,16,17,5,0,36,236,231,0,2495
4,7,27,64,4,0,227,73,6,125,58,9,0,104,708,689,10,2496
2,10,11,1,1,0,84,46,1,9,18,6,0,12,201,193,2,2497
1,27,5,4,0,0,31,9,0,10,17,0,0,39,143,143,0,2498
30,7,62,27,0,0,49,82,0,8,46,8,0,46,365,357,0,2499
18,28,34,76,0,0,33,47,7,24,17,3,1,94,382,371,8,2500
0,67,7,227,0,15,20,56,0,20,52,6,0,213,683,662,15,2501
10,12,6,1,1,0,32,8,1,9,2,1,1,13,97,93,3,2502
7,9,67,6,0,0,112,86,3,3,49,12,0,72,426,411,3,2503
3,6,20,6,1,6,109,50,7,32,9,18,3,40,310,275,17,2504
0,49,36,6,13,10,213,110,10,39,12,29,9,52,588,517,42,2505
56,42,18,55,5,2,102,57,1,114,18,10,0,257,737,719,8,2506
17,174,7,10,9,3,122,153,3,75,25,12,11,196,817,779,26,2507
3,84,11,1,1,3,1,24,0,2,18,1,2,23,174,167,6,2508
16,109,41,9,10,1,215,168,3,35,22,23,6,112,770,727,20,2509
0,48,5,63,4,5,23,15,40,24,11,24,9,95,366,284,58,2510
75,69,50,25,13,2,235,153,10,116,24,30,10,277,1089,1024,35,2511
0,24,4,34,0,0,32,26,0,32,26,0,0,92,270,270,0,2512
21,31,28,13,0,3,76,27,6,31,2,6,0,89,333,318,9,2513
4,5,18,4,6,0,95,40,2,29,2,10,0,82,297,279,8,2514
4,28,39,24,0,1,51,15,5,46,7,1,14,112,347,326,20,2515
18,40,13,16,8,4,236,104,4,73,8,29,1,123,677,631,17,2516
14,185,12,26,13,5,18,56,9,5,5,16,1,135,500,456,28,2517
5,23,28,124,11,17,266,93,82,132,32,20,16,112,961,815,126,2518
10,5,19,4,1,2,64,35,2,14,3,1,2,15,177,169,7,2519
9,142,18,30,13,2,5,49,1,8,8,7,6,152,450,421,22,2520
5,5,21,5,8,11,53,64,26,1,27,29,11,14,280,195,56,2521
7,6,26,5,0,0,146,64,1,18,13,2,1,31,320,316,2,2522
2,85,6,24,0,4,24,42,1,4,10,7,1,69,279,266,6,2523
3,7,15,46,17,10,47,31,33,31,4,10,14,99,367,283,74,2524
17,24,1,9,0,0,16,22,3,19,3,4,0,48,166,159,3,2525
1,29,1,50,8,1,91,30,6,37,31,7,2,119,413,389,17,2526
8,15,34,8,1,1,129,114,8,51,19,10,3,49,450,427,13,2527
3,7,1,63,9,5,112,10,18,36,17,10,11,18,320,267,43,2528
0,9,16,1,0,0,5,16,0,5,4,0,0,12,68,68,0,2529
4,32,24,76,6,11,97,56,28,81,2,13,4,149,583,521,49,2530
32,30,67,12,1,2,40,79,6,24,20,7,0,148,468,452,9,2531
1,7,3,17,0,0,64,16,5,18,1,5,0,22,159,149,5,2532
9,21,115,71,8,3,214,170,10,96,13,26,7,218,981,927,28,2533
2,29,20,11,0,6,16,24,4,7,13,8,1,42,183,164,11,2534
4,21,12,5,3,0,50,36,3,18,17,3,3,46,221,209,9,2535
19,54,12,77,6,1,71,34,2,63,16,3,1,72,431,418,10,2536
26,16,1,45,4,1,15,15,12,40,0,5,7,72,259,230,24,2537
3,484,9,109,6,8,294,170,27,124,29,61,8,677,2009,1899,49,2538
5,18,4,4,1,0,51,54,4,25,1,11,3,50,231,212,8,2539
